year,era,wealth,happiness
2018,2010s,96.4,6.58
2018,2010s,74.1,5.73
2018,2010s,72.2,5.07
2018,2010s,34.6,3.93
2018,2010s,101.5,6.12
2018,2010s,506.9,6.37
2018,2010s,45.3,4.17
2018,2010s,63.3,5.7
2018,2010s,42.9,4.07
2018,2010s,41.6,4.73
2018,2010s,191.1,6.55
2018,2010s,36.2,4.1
2018,2010s,42.0,4.57
2018,2010s,18.2,2.97
2018,2010s,34.0,4.21
2018,2010s,16.7,2.37
2018,2010s,96.4,6.22
2018,2010s,489.9,5.84
2018,2010s,45.6,4.44
2018,2010s,17.2,3.42
2018,2010s,117.8,6.71
2018,2010s,34.8,3.59
2018,2010s,159.0,6.29
2018,2010s,48.6,4.4
2018,2010s,37.4,4.23
2018,2010s,52.5,4.08
2018,2010s,105.9,6.25
2018,2010s,50.6,4.83
2018,2010s,41.3,4.24
2018,2010s,51.7,4.94
2018,2010s,23.1,3.53
2018,2010s,80.8,5.5
2018,2010s,15.7,2.36
2018,2010s,43.0,4.46
2018,2010s,106.0,5.93
2018,2010s,75.3,5.34
2018,2010s,93.4,6.16
2018,2010s,57.1,5.46
2018,2010s,144.3,6.67
2018,2010s,120.0,6.73
2018,2010s,83.8,5.26
2018,2010s,120.3,6.62
2018,2010s,105.3,6.22
2018,2010s,43.2,4.85
2018,2010s,21.9,3.2
2018,2010s,82.2,5.64
2018,2010s,90.4,6.3
2018,2010s,135.9,6.64
2018,2010s,29.7,3.41
2018,2010s,30.4,4.73
2018,2010s,84.7,5.41
2018,2010s,56.9,4.93
2018,2010s,14.6,3.09
2018,2010s,79.5,5.75
2018,2010s,15.0,2.92
2018,2010s,29.5,3.73
2018,2010s,165.4,6.62
2018,2010s,235.8,6.31
2018,2010s,24.1,4.26
2018,2010s,46.9,4.49
2018,2010s,61.9,5.34
2018,2010s,228.2,6.59
2018,2010s,41.5,4.22
2018,2010s,42.0,4.21
2018,2010s,191.7,6.16
2018,2010s,45.3,4.45
2018,2010s,103.1,6.06
2018,2010s,19.8,3.68
2018,2010s,52.8,4.38
2018,2010s,17.3,2.92
2018,2010s,27.2,3.36
2018,2010s,112.6,6.89
2018,2010s,57.8,4.68
2019,2010s,47.2,4.78
2019,2010s,34.2,4.36
2019,2010s,50.8,4.68
2019,2010s,75.2,5.05
2019,2010s,125.4,6.13
2019,2010s,8.4,2.88
2019,2010s,32.2,3.48
2019,2010s,67.6,5.45
2019,2010s,55.7,4.95
2019,2010s,81.2,5.83
2019,2010s,73.3,5.65
2019,2010s,47.7,4.28
2019,2010s,40.4,3.96
2019,2010s,49.9,4.94
2019,2010s,142.0,6.46
2019,2010s,34.7,3.08
2019,2010s,57.2,5.19
2019,2010s,68.8,4.98
2019,2010s,193.4,6.87
2019,2010s,47.9,5.1
2019,2010s,123.2,6.58
2019,2010s,151.2,7.04
2019,2010s,57.2,5.02
2019,2010s,51.2,5.3
2019,2010s,46.9,4.2
2019,2010s,49.5,4.67
2019,2010s,113.9,6.64
2019,2010s,71.4,5.36
2019,2010s,71.6,5.83
2019,2010s,25.8,3.45
2019,2010s,29.0,4.49
2019,2010s,299.4,7.45
2019,2010s,52.5,4.89
2019,2010s,33.6,4.18
2019,2010s,175.5,7.12
2019,2010s,74.1,5.09
2019,2010s,92.6,5.52
2019,2010s,54.1,5.29
2019,2010s,47.2,4.68
2019,2010s,52.8,4.72
2019,2010s,21.3,3.36
2019,2010s,56.2,4.09
2019,2010s,74.9,5.46
2019,2010s,240.4,6.44
2019,2010s,64.0,5.52
2019,2010s,10.4,3.06
2019,2010s,55.9,5.12
2019,2010s,468.2,6.84
2019,2010s,114.9,5.9
2019,2010s,32.7,4.15
2019,2010s,93.5,6.22
2019,2010s,34.4,4.46
2019,2010s,21.7,4.12
2019,2010s,46.2,3.95
2019,2010s,64.3,5.07
2019,2010s,14.7,2.72
2019,2010s,25.3,3.64
2019,2010s,60.5,5.08
2019,2010s,44.2,4.38
2019,2010s,80.7,6.04
2019,2010s,24.1,3.12
2019,2010s,102.5,5.83
2019,2010s,24.7,3.18
2019,2010s,205.7,6.58
2019,2010s,16.6,2.66
2019,2010s,26.4,3.62
2019,2010s,82.1,5.66
2019,2010s,209.0,6.43
2019,2010s,76.0,5.86
2019,2010s,91.5,5.93
2019,2010s,60.8,5.46
2019,2010s,27.8,3.63
2019,2010s,41.5,4.34
2019,2010s,24.2,3.32
2019,2010s,23.0,3.45
2019,2010s,81.1,5.94
2019,2010s,25.8,3.46
2019,2010s,76.2,5.75
2019,2010s,22.6,3.14
2019,2010s,74.9,5.79
2019,2010s,41.6,4.15
2019,2010s,172.3,7.0
2019,2010s,76.5,5.59
2019,2010s,151.6,7.23
2019,2010s,34.0,3.61
2019,2010s,62.6,4.63
2019,2010s,28.7,3.54
2019,2010s,44.0,3.97
2019,2010s,49.3,4.18
2019,2010s,34.8,4.26
2019,2010s,24.1,3.51
2019,2010s,20.8,3.16
2019,2010s,10.4,2.57
2019,2010s,27.2,3.46
2019,2010s,96.1,6.63
2019,2010s,18.1,2.92
2019,2010s,21.5,2.9
2019,2010s,229.9,6.98
2019,2010s,37.2,4.08
2019,2010s,76.3,6.28
2019,2010s,97.1,5.89
2019,2010s,98.6,6.41
2019,2010s,19.2,3.61
2019,2010s,50.5,4.53
2019,2010s,17.8,2.9
2019,2010s,375.8,6.96
2019,2010s,18.1,3.38
2019,2010s,27.3,3.19
2019,2010s,27.5,3.29
2019,2010s,19.5,2.37
2019,2010s,165.5,6.91
2019,2010s,369.1,6.61
2019,2010s,42.0,4.31
2019,2010s,22.3,2.82
2019,2010s,11.2,2.37
2019,2010s,50.0,4.53
2019,2010s,47.3,4.35
2019,2010s,36.8,4.18
2019,2010s,70.8,5.61
2019,2010s,80.7,6.48
2019,2010s,76.5,5.56
2019,2010s,47.3,4.98
2019,2010s,26.3,3.33
2019,2010s,98.9,5.53
2019,2010s,60.6,4.96
2019,2010s,116.8,5.91
2019,2010s,108.5,6.31
2019,2010s,20.7,3.05
2019,2010s,20.5,2.63
2019,2010s,34.0,4.62
2019,2010s,27.2,3.48
2019,2010s,105.7,5.68
2019,2010s,78.1,5.93
2019,2010s,136.8,6.42
2019,2010s,80.8,6.07
2019,2010s,70.2,5.13
2019,2010s,147.5,6.5
2019,2010s,85.3,5.92
2019,2010s,63.1,5.37
2019,2010s,182.1,6.97
2019,2010s,65.4,5.21
2019,2010s,47.8,4.79
2019,2010s,32.0,4.17
2019,2010s,101.7,6.24
2019,2010s,151.7,6.65
2019,2010s,57.8,4.48
2019,2010s,160.0,6.91
2019,2010s,13.7,2.93
2019,2010s,57.6,4.83
2019,2010s,58.2,5.45
2019,2010s,34.8,3.55
2019,2010s,358.6,7.28
2019,2010s,57.1,4.95
2019,2010s,44.2,4.57
2019,2010s,61.2,4.96
2019,2010s,13.4,2.31
2019,2010s,33.9,3.96
2019,2010s,125.4,6.72
2019,2010s,37.4,4.4
2019,2010s,32.2,3.85
2019,2010s,160.2,5.93
2019,2010s,163.9,6.16
2019,2010s,88.4,6.6
2019,2010s,42.6,4.01
2019,2010s,50.1,5.2
2019,2010s,32.8,3.63
2019,2010s,28.5,3.67
2019,2010s,27.4,3.9
2019,2010s,37.7,3.89
2019,2010s,27.6,4.25
2019,2010s,18.6,3.23
2019,2010s,70.7,5.57
2019,2010s,71.5,5.33
2019,2010s,214.8,6.93
2019,2010s,36.3,4.67
2019,2010s,74.9,5.48
2019,2010s,75.9,6.16
2019,2010s,49.6,4.47
2019,2010s,104.9,6.5
2019,2010s,107.3,6.45
2019,2010s,76.7,5.2
2019,2010s,49.5,4.75
2019,2010s,45.9,4.53
2019,2010s,21.5,3.07
2019,2010s,32.8,4.08
2019,2010s,37.6,4.23
2019,2010s,25.8,3.57
2019,2010s,83.5,5.73
2019,2010s,147.2,6.66
2019,2010s,30.4,3.7
2019,2010s,74.2,5.56
2019,2010s,27.6,3.47
2019,2010s,47.7,5.54
2019,2010s,35.8,3.6
2019,2010s,94.2,5.81
2019,2010s,36.1,3.93
2019,2010s,128.1,7.34
2019,2010s,49.9,4.23
2019,2010s,36.9,4.29
2019,2010s,23.4,3.56
